Loading kurang jelas	Functionality and Perfomance
aplikasinya tidak ada jaringan internet	Functionality and Perfomance
Aplikasinya nggak bisa check pkb motor / mobil	Functionality and Perfomance
cetak sppt susah bgt	User Experince
pengawasan makanan sangat bermanfaat	User Experince
daftar Masih ragu	Security
log in pake kode rahasia	Functionality and Perfomance
aplikasi persulit	User Experince
Daftarnya ribet sulit masuk	User Experince
login dipersulit	User Experince
aplikasi gak berguna	General Aspect
Aplikasi Tidak bisa Daftar vaksin premier	General Aspect
Aplikasi JSS mantabs	General Aspect
Menu laporan tidak berfungsi	Functionality and Perfomance
cek pajak kendaraan Payah	Functionality and Perfomance
fitur banyak	Functionality and Perfomance
aplikasi suka keluar sendiri	Functionality and Perfomance
Verifikasinya gagal terus	Functionality and Perfomance
input captcha selalu salah	Functionality and Perfomance
berfungsi Tidak	Functionality and Perfomance
diakses Ga bisa	Functionality and Perfomance
Daftar gagal terus	Functionality and Perfomance
apl lama banget	Functionality and Perfomance
cek produk Ngga bisa	Functionality and Perfomance
loading lama	Functionality and Perfomance
Aplikasi mempermudah urusan	General Aspect
adminnya Sangat kooperatif	Support and Updates
penanganan Cepat	User Experince
lupa password sulit	User Experince
aplikasi tidak membantu	User Experince
Si praja sangat membantu	User Experince
Aplikasi sampah	General Aspect
loding terus	Functionality and Perfomance
Cek sertifikat eror	Functionality and Perfomance
pelayanan full senyum	User Experince
daftar susah banget	Functionality and Perfomance
mengecek pajak pembayaran tidak bisa	Functionality and Perfomance
Aplikasi buruk	General Aspect
gunakan Tak dapat	Functionality and Perfomance
masuk Gak bisa	Functionality and Perfomance
download gk ada fungsinya	Functionality and Perfomance
masuk GK bisa	Functionality and Perfomance
meresponnya cepat	Support and Updates
Upload file gabisa	Functionality and Perfomance
aplikasi Lemot bgt	Functionality and Perfomance
eror mulu	Functionality and Perfomance
apilkasi lengkap	User Experince
Aplikasi baik	General Aspect
akses Belum bisa	Functionality and Perfomance
Pelayanan plinplan	User Experince
apk tidak berjalan dibelakang	Functionality and Perfomance
sistemnya lambat	Functionality and Perfomance
amplikasi lemot	Functionality and Perfomance
upgrade gk bisa dipakai	Support and Updates
aplikasi sebermanfaat	User Experince
pelayanannya Mantap	User Experince
proses cepat	Out of Aspect
Prosesnya cepat	Out of Aspect
LOADING LAMA BGT	Functionality and Perfomance
nge scan gak bsa	Functionality and Perfomance
respon membingungkan	User Experince
apk jaki Sangat bagus sekali	General Aspect
aduan fast respon	Support and Updates
aplikasi Sangat membatu sekali	User Experince
baca pusing	User Experince
masuk Enggak bisa	Functionality and Perfomance
apk loading nya lama bgt	Functionality and Perfomance
Server gajelas	Functionality and Perfomance
pelayanannya Puas	Out of Aspect
aplikasi lemot bangeeet	Functionality and Perfomance
nanya ke CS FB,wa,Twitter, Instagram ngk ada jawaban sama sekali	Support and Updates
fiturnya bikin bingung	User Experince
Aplikasi sudah berhenti	Functionality and Perfomance
Aplikasi gak guna	User Experince
scan code tidak ditemukan	Functionality and Perfomance
Buka lama	Functionality and Perfomance
aplikasi ga bisa di lihat	Functionality and Perfomance
aplikasi Sangat merasa terbantu	User Experince
aplikasi gk guna	User Experince
Aplikasi GK BS dibuka	Functionality and Perfomance
email ngga terdaftar	Functionality and Perfomance
aplikasi di perbaiki lagi	Functionality and Perfomance
laporan tidak di kerjakan	Out of Aspect
update eror	Support and Updates
scan QR code ga bisa	Functionality and Perfomance
Apk eror	Functionality and Perfomance
aplikasi buat laporan tdk bisa	Functionality and Perfomance
aduan tertangani	Out of Aspect
pelayanannya sangat puas	Out of Aspect
Fungsional apk sangat kurang	Functionality and Perfomance
Aplikasi parah	Functionality and Perfomance
Signal tidak ada	Functionality and Perfomance
Aplikasi Monyet	General Aspect
aplikasi berhenti	Functionality and Perfomance
antre faskes susah bgt	Functionality and Perfomance
apk Lemot banget	Functionality and Perfomance
Pengaduan cepat	Out of Aspect
Aplikasi g bs d pake	Functionality and Perfomance
CCTV TIDAK BISA MUNCUL	Functionality and Perfomance
mengambil gambar Tidak bisa	Functionality and Perfomance
aplikasi gagal mulu	Functionality and Perfomance
Aplikasi bermanfaat	User Experince
notifikasi ketersediaan buku gak muncul	Functionality and Perfomance
diupdate kembali ke database yang lama	Support and Updates
laporan request reject terus	Out of Aspect
Aplikasi rusak	Functionality and Perfomance
fitur pendaftaran belum bisa	Functionality and Perfomance
ambulan gratis sangat membantuu	Out of Aspect
cek Error	Functionality and Perfomance
aplikasi Scam	General Aspect
ngecek plat eror	Functionality and Perfomance
aplikasi sedikit error	Functionality and Perfomance
pinjem gabisa	Functionality and Perfomance
Aplikasi abal abal	General Aspect
absen susah	User Experince
dibuka eror	Functionality and Perfomance
aplikasi masih prematur	General Aspect
aplikasi idiot	Functionality and Perfomance
aplikasi ga bisa bikin	Support and Updates
Aplikasinya lol	General Aspect
layar tidak tampil apa2	Functionality and Perfomance
aplikasi rugi bgt	General Aspect
cek PKB gak ada	Functionality and Perfomance
login akun sangat dipersulit	Functionality and Perfomance
menu mudah	User Experince
mendapatkan informasi Sangat membantu sekali	User Experince
Aplikasi burik	General Aspect
Apliksai ga jelas	General Aspect
jaki sangat membantu	General Aspect
aplikasi belum siap online	General Aspect
cek mutar2	Functionality and Perfomance
aplikasi gaada yg bner	General Aspect
aplikasi Lodinggg truss	Functionality and Perfomance
server Parah	General Aspect
pelayanan sangat cepat	Out of Aspect
aplikasi rusak	General Aspect
Info kurang banyak	Out of Aspect
diakses Ga bisa	Functionality and Perfomance
cek tanggal kadalwarsa Gk bisa	Functionality and Perfomance
Pengurusan dokumen kependudukan lebih efisien	User Experince
Aplikasi Sangat membantu	User Experince
login susah bener	Functionality and Perfomance
cek gk ada hasilnya	Functionality and Perfomance
Aplikasi sangat burukk sekali	General Aspect
Adminnya respon baik	Out of Aspect
Aplikasi sangat bermanfaat	User Experince
defelopment gimana ya	Support and Updates
proses aktivasinya lebih dari 1 jam	Functionality and Perfomance
pelayanan Mantap	Out of Aspect
penanganan Cukup lama	Out of Aspect
Apk rusak	Functionality and Perfomance
aplikasi ga terawat	General Aspect
Aplikasi uninstall aja	Out of Aspect
Pelayanan KTP tdk bisa di klik	Functionality and Perfomance
terdeteksi cpat	Functionality and Perfomance
login gaiso	Functionality and Perfomance
sken ga bisa	Functionality and Perfomance
Aplikasi stuck	Functionality and Perfomance
Menunya semakin komplit	User Experince
CCTV ga bisa dibuka	Functionality and Perfomance
App membantu warga	User Experince
scan qr code langsung muncul	Functionality and Perfomance
login loading terus	Functionality and Perfomance
tim IT diperpaiki lagi aplikasinya	Support and Updates
apk ga bisa di pake	Functionality and Perfomance
buka aplikasi Susah bnr	Functionality and Perfomance
Sistem Pelayanan Cepat	Functionality and Perfomance
Apaan kq jd beginii	General Aspect
pembayaran online tidak Bisa	Functionality and Perfomance
application Good enough	General Aspect
apk mudah di akses	User Experince
bayar kaga bisa	Functionality and Perfomance
pakai gak bisa	Functionality and Perfomance
scan barcode gak bsa	Functionality and Perfomance
scan payah bener	Functionality and Perfomance
apk busuk	General Aspect
SCAN BARCODE TIDAK BISA	Functionality and Perfomance
aplikasi Gak jelas	General Aspect
aplikasinya tolong di perbaiki	Functionality and Perfomance
login gabisa apa2	Functionality and Perfomance
Error terus	Functionality and Perfomance
error sering	Functionality and Perfomance
daftar Tdk bisa	Functionality and Perfomance
mengidentifikasi ga kelar-kelar	Functionality and Perfomance
kode bayar tidak bisa mengecek	Functionality and Perfomance
loadingnya Lama bgt	Functionality and Perfomance
registrasi susah	User Experince
BUG masih banyak	Functionality and Perfomance
apk jelek	General Aspect
perbarui akun saya hilang	Support and Updates
Aplikasi cepat	Functionality and Perfomance
Upgrade gk bisa buat ngecek	Functionality and Perfomance
Apk tidak jelas	General Aspect
apk Sangat tidak bermanfaat	User Experince
"login tdk bisa"""	Functionality and Perfomance
sewa server gk bisa	Functionality and Perfomance
pembuatan dokumen sangat memudahkan	Functionality and Perfomance
apk Tolong diperbaiki	General Aspect
error terus	Functionality and Perfomance
aplikasinya tidak bisa buka	Functionality and Perfomance
update gak kebuka	Support and Updates
logging lambat	Functionality and Perfomance
aplikasi sangat mendukung	General Aspect
pelayanan Sangat puas	Out of Aspect
aplikasinya bagus	General Aspect
app gbisa di pake	Functionality and Perfomance
laporan bug	Functionality and Perfomance
masuk ribet	User Experince
Login gak bisa	Functionality and Perfomance
Aplikasi inovatif	General Aspect
log in gabisa	Functionality and Perfomance
Menu pembayaran hilang	Functionality and Perfomance
alipkasi tdk bisa di buka	Functionality and Perfomance
Apk gak bisa digunakan	Functionality and Perfomance
update tdk ad perubahan	Support and Updates
Aplikasinya tidak bisa terhubung	Functionality and Perfomance
aplikasi lancar	General Aspect
Aplikasi sangat membantu	User Experince
developer di perbaiki apkny	Support and Updates
Aplikasi gak guna	User Experince
Aplikasi labil banget	General Aspect
profil terkendala	Functionality and Perfomance
internet tidak ada akses	Functionality and Perfomance
aplikasinya ga pernah muncul di pencarian	Functionality and Perfomance
server Tidak bisa konek	Functionality and Perfomance
update mandek ditengah jalan	Support and Updates
Aplikasinya sering gangguan	Functionality and Perfomance
apk eror	Functionality and Perfomance
WiFi sangat jelek	Out of Aspect
mengatasi permasalah Sangat lambat	Out of Aspect
Ngecek Gak bisa	Functionality and Perfomance
aplikasinya ga pernah muncul di pencarian	Functionality and Perfomance
beranda Mental terus	Functionality and Perfomance
Pelayanan sangat membantu masyarakat	Out of Aspect
input no OTP ng bisa	Functionality and Perfomance
pelayanan mudah	User Experince
Aplikasi erorr	Functionality and Perfomance
download kagak bisa	Functionality and Perfomance
buka sudah bisa	Functionality and Perfomance
aplikasi loading terus	Functionality and Perfomance
aplikasi kosonfan	User Interface
Aplikasi tdk bs scan barcode	Functionality and Perfomance
pengaduan selalu di respon	Functionality and Perfomance
sistem aplikasi susah	User Experince
Aplikasi semakin buruk	General Aspect
aplikasi buat laporan tdk bisa	Functionality and Perfomance
pake Ga bis	Functionality and Perfomance
download PBB susah	Functionality and Perfomance
apk sangat baik sekali	General Aspect
otp tidak ada pilihannya	User Experince
download sertifikat vaksin ribet	Functionality and Perfomance
Pelayan Sangat Ramah	Out of Aspect
aplikasi jelek banget	General Aspect
hasilnya gak muncul2	Functionality and Perfomance
masuk kesulitan	User Experince
meng-upload gambar tidak bisa	Functionality and Perfomance
Apps jongkok	General Aspect
lodingnya HAMPIR SEJAM	Functionality and Perfomance
Search engine ga bisa dipake	Functionality and Perfomance
aplikasi lemot bgt	Functionality and Perfomance
Presensi sering terganggu	Functionality and Perfomance
pelayanan masyarakat Sangat membantu	Out of Aspect
download selalu muter	Functionality and Perfomance
login susah banget	User Experince
dibuka eror	Functionality and Perfomance
apk sering error	Functionality and Perfomance
foto profil tidak bisa mengganti	Functionality and Perfomance
developer g bisa bantu	Support and Updates
server tidak dapat terhubung	Functionality and Perfomance
Pelayanan memuaskan	Out of Aspect
scan ga terdeteksi	Functionality and Perfomance
layanan lambat	Out of Aspect
aplikasi lemot banget	Functionality and Perfomance
Aplikasi super lengkap pelayanan publik	User Experince
Aplikasi gagal	Functionality and Perfomance
Afk gak bisa dipake	Functionality and Perfomance
login nggak mau	Functionality and Perfomance
APLIKASI GAK JELAS	General Aspect
Aplikasi tidak bisa terbuka	Functionality and Perfomance
buka gak bisa	Functionality and Perfomance
daftar ribet	User Experince
cek pajak kendaraan tidak bisa	Functionality and Perfomance
apk Susah dibuka	Functionality and Perfomance
Loading lama banget	Functionality and Perfomance
tim IT tolong diperbaiki	Support and Updates
login gbsa	Functionality and Perfomance
aplikasinya Gak bisa kebuka	Functionality and Perfomance
apk sangat membantu	General Aspect
aplikasinya sampah bgt	Functionality and Perfomance
aplikasinya ruwet	General Aspect
Loading GK selesai	Functionality and Perfomance
cek pajak mobil tidak bisa	Functionality and Perfomance
pengaduan Lama banget	Out of Aspect
apk lambat	Functionality and Perfomance
pelayanan cpt	User Experince
Aplikasi gak jelas	General Aspect
aplikasi tidak berfungsi	Functionality and Perfomance
Aplikasi bgke	General Aspect
APLIKASI JELEK	General Aspect
buku bacaannya ilang	Functionality and Perfomance
cek gak bisa	Functionality and Perfomance
discan lama	Functionality and Perfomance
tanda jari tdk muncul	Functionality and Perfomance
app eror terus	Functionality and Perfomance
scanningnya lama banget	Functionality and Perfomance
aplikasi gak bagus	General Aspect
aplikasinya sangat bermanfaat	User Experince
layar blank	Functionality and Perfomance
Maintanence terus	Support and Updates
Loading terusss	Functionality and Perfomance
"loading terus""an"	Functionality and Perfomance
aplikasi buang ajaaaa	General Aspect
aplikasi banyak warga yg komplen	General Aspect
aplikasinya gk bisa di buka	Functionality and Perfomance
aplikasinya muter mulu	Functionality and Perfomance
Aplikasinya sangat bermanfaat	General Aspect
